TG,Bussnang,9565,Bussnang
TG,Sirnach,8371,Busswil TG
BE,Lyss,3292,Busswil BE
BE,Heimiswil,3414,Oberburg
BE,Busswil bei Melchnau,4917,Busswil b.Melchnau
FR,Bussy (FR),1541,Bussy FR
VD,Bussy-Chardonney,1136,Bussy-Chardonney
VD,Bussy-sur-Moudon,1514,Bussy-sur-Moudon
BE,Kirchberg (BE),3422,Kirchberg BE
SG,Bütschwil-Ganterschwil,9606,Bütschwil
SH,Büttenhardt,8236,Büttenhardt
BE,Mühleberg,3203,Mühleberg
NE,Val-de-Travers,2115,Buttes
SZ,Schübelbach,8863,Buttikon SZ
AG,Büttikon,5619,Büttikon AG
LU,Buttisholz,6018,Buttisholz
AG,Buttwil,5632,Buttwil
AG,Laufenburg,5085,Sulz AG
BE,Thunstetten,4922,Bützberg
BL,Buus,4463,Buus
TI,Breggia,6838,Cabbio
GR,Lostallo,6558,Lostallo
TI,Cademario,6936,Cademario
TI,Cadempino,6814,Cadempino
TI,Cadenazzo,6593,Cadenazzo
TI,Cadro,6965,Cadro
TI,Capriasca,6955,Cagiallo
TI,Centovalli,6655,Intragna
GR,Arosa,7027,Calfreisen
TI,Faido,6746,Calonico
TI,Faido,6760,Calpiogna
TI,Paradiso,6900,Lugano
GR,Cama,6557,Cama
GR,Safiental,7107,Safien Platz
TI,Centovalli,6659,Camedo
TI,Monteceneri,6803,Camignolo
GR,Tujetsch,7187,Camischolas
TI,Camorino,6528,Camorino
GR,Brusio,7748,Campascio
TI,Faido,6760,Campello
TI,Blenio,6718,Camperio
TI,Capriasca,6950,Tesserete
GR,Trun,7166,Trun
TI,Blenio,6720,Campo (Blenio)
TI,Campo (Vallemaggia),6684,Campo (VM)
GR,Brusio,7744,Campocologno
GR,Avers,7446,Campsut-Cröt
GR,Lumnezia,7113,Camuns
TI,Breggia,6837,Caneggio
TI,Canobbio,6952,Canobbio
GR,Vaz/Obervaz,7077,Valbella
TI,Monteceneri,6802,Rivera
TI,Mendrisio,6825,Capolago
TI,Lugano,6823,Pugerna
GE,Presinge,1243,Presinge
TI,Lugano,6913,Carabbia
TI,Collina d'Oro,6919,Carabietta
TI,Locarno,6600,Locarno
TI,Sant'Antonio,6584,Carena
TI,Faido,6760,Carì
FR,Vallon,1565,Missy
TI,Sant'Antonio,6583,S. Antonio
TI,Carona,6914,Carona
GE,Carouge (GE),1227,Carouge GE
GR,Safiental,7122,Carrera
VD,Carrouge (VD),1084,Carrouge VD
GE,Cartigny,1236,Cartigny
GR,Bregaglia,7602,Casaccia
TI,Castel San Pietro,6875,Casima
TI,Caslano,6987,Caslano
TI,Lugano,6900,Lugano
TI,Claro,6702,Claro
TI,Agno,6990,Cassina d'Agno
TI,Lugano,6976,Castagnola
GR,Castaneda,6540,Castaneda
GR,Bregaglia,7608,Castasegna
TI,Castel San Pietro,6874,Castel San Pietro
TI,Croglio,6980,Castelrotto
GR,Casti-Wergenstein,7433,Donat
GR,Arosa,7027,Castiel
TI,Arbedo-Castione,6532,Castione
GR,Castrisch,7126,Castrisch
TI,Acquarossa,6723,Castro
TI,Quinto,6777,Quinto
GR,Cauco,6546,Cauco
VD,Montreux,1824,Caux
GR,Poschiavo,7742,Poschiavo
TI,Faido,6749,Cavagnago
GR,Disentis/Mustér,7182,Cavardiras
TI,Cevio,6690,Cavergno
TI,Gambarogno,6578,Caviano
TI,Cavigliano,6654,Cavigliano
GR,Cazis,7408,Cazis
GR,Celerina/Schlarigna,7505,Celerina
GE,Céligny,1298,Céligny
TI,Cerentino,6683,Cerentino
VD,Ormont-Dessous,1863,Le Sépey
FR,Cerniat (FR),1654,Cerniat FR
VD,Valbroye,1682,Cerniaz VD
NE,Val-de-Ruz,2053,Cernier
TI,Certara,6959,Certara
TI,Collina d'Oro,6926,Montagnola
GE,Perly-Certoux,1258,Perly
TI,Cevio,6675,Cevio
FR,Châbles,1474,Châbles FR
VD,Vully-les-Lacs,1589,Chabrey
VD,Lausanne,1000,Lausanne
VD,Montreux,1816,Chailly-Montreux
BE,Reconvilier,2732,Reconvilier
ZG,Cham,6330,Cham
GE,Pregny-Chambésy,1292,Chambésy
FR,Granges-Paccot,1763,Granges-Paccot
FR,Givisiez,1763,Granges-Paccot
VD,Chamblon,1436,Chamblon
NE,Rochefort,2019,Chambrelien
NE,Boudry,2019,Chambrelien
VD,Montreux,1832,Chamby
VS,Sembrancher,1933,Chamoille
VS,Orsières,1937,Orsières
VS,Chamoson,1955,Chamoson
VD,Champagne,1424,Champagne
NE,Brot-Dessous,2149,Champ-du-Moulin
NE,Boudry,2149,Champ-du-Moulin
VS,Champéry,1874,Champéry
VS,Orsières,1938,Champex-Lac
GR,St. Moritz,7512,Champfèr
GR,Silvaplana,7512,Champfèr
VS,Grimisuat,1971,Champlan
VD,Cudrefin,1588,Cudrefin
VS,Val-d'Illiez,1873,Champoussin
BE,Champoz,2735,Champoz
VS,Bagnes,1947,Champsec
VD,Champtauroz,1537,Champtauroz
VD,Champvent,1443,Champvent
VS,Sierre,3976,Champzabé
VS,Chermignon,3976,Noës
GR,La Punt-Chamues-ch,7522,La Punt-Chamues-ch
GE,Chancy,1284,Chancy
VS,Anniviers,3961,Chandolin
VS,Savièse,1965,Chandolin-Savièse
FR,Léchelles,1773,Chandon
VS,Liddes,1945,Chandonne (Liddes)
FR,Villarepos,1583,Villarepos
VD,Montanaire,1409,Chanéaz
GR,S-chanf,7526,Cinuos-chel
FR,Cheiry,1534,Chapelle (Broye)
FR,Chapelle (Glâne),1608,Chapelle (Glâne)
VD,Montanaire,1063,Chapelle-s-Moudon
SG,Gaiserwald,9032,Engelburg
BL,Therwil,4153,Reinach BL
VD,Chardonne,1803,Chardonne
VD,Jorat-Menthue,1041,Montaubion-Chardon
FR,Charmey,1637,Charmey (Gruyère)
JU,La Baroche,2947,Charmoille
VS,Charrat,1906,Charrat
BE,Nods,2518,Nods
VD,Bullet,1452,Les Rasses
VD,Founex,1297,Founex
VD,Château-d'Oex,1660,Château-d'Oex
VS,Sion,1950,Sion
GE,Vernier,1219,Châtelaine
VD,Lutry,1095,Lutry
BE,Châtelat,2715,Châtelat
FR,Châtel-Saint-Denis,1618,Châtel-St-Denis
FR,Châtel-sur-Montsalvens,1653,Châtel-Montsalvens
VD,Essertines-sur-Rolle,1186,Essertines-Rolle
VD,Oron,1610,Châtillens
JU,Châtillon (JU),2843,Châtillon JU
FR,Châtillon (FR),1473,Châtillon FR
FR,Châtonnaye,1553,Châtonnaye
NE,Neuchâtel,2067,Chaumont
VD,Chavannes-de-Bogis,1279,Chavannes-de-Bogis
VD,Chavannes-des-Bois,1290,Chavannes-des-Bois
VD,Chavannes-le-Chêne,1464,Chavannes-le-Chêne
FR,Siviriez,1676,Chavannes-Forts
VD,Chavannes-le-Veyron,1148,Chavannes-Veyron
VD,Chavannes-près-Renens,1022,Chavannes-Renens
FR,Villorsonnens,1694,Chavannes-Orsonnen
VD,Chavannes-sur-Moudon,1512,Chavannes-s-Moudon
VD,Chavornay,1373,Chavornay
FR,Cheiry,1529,Cheiry
VS,Lens,3978,Flanthey
VS,Troistorrents,1872,Troistorrents
VS,Vollèges,1927,Chemin
VS,Martigny,1927,Chemin
VD,Bourg-en-Lavaux,1091,Chenaux
GE,Chêne-Bougeries,1224,Chêne-Bougeries
GE,Chêne-Bourg,1225,Chêne-Bourg
FR,Chénens,1744,Chénens
VD,Chêne-Pâquier,1464,Chêne-Pâquier
VS,Chermignon,3971,Chermignon
VS,Chermignon,3971,Chermignon-Bas
VD,Montreux,1822,Chernex
JU,Clos du Doubs,2885,Epauvillers
VD,Chesalles-sur-Moudon,1683,Chesalles-Moudon
VD,Oron,1608,Chesalles-sur-Oron
VD,Cheseaux-Noréaz,1400,Cheseaux-Noréaz
VD,Cheseaux-sur-Lausanne,1033,Cheseaux-Lausanne
VD,Chéserex,1275,Chéserex
VD,Ollon,1885,Chesières
FR,Chésopelloz,1720,Chésopelloz
VD,Chessel,1846,Chessel
JU,Haute-Ajoie,2906,Chevenez
VD,Chevilly,1316,Chevilly
GE,Choulex,1244,Choulex
VD,Chevroux,1545,Chevroux
VD,Chexbres,1071,Chexbres
FR,Cheyres,1468,Cheyres
VD,Le Chenit,1347,Le Sentier
VS,Liddes,1945,Chez Petit(Liddes)
NE,Val-de-Ruz,2054,Chézard-St-Martin
JU,Clos du Doubs,2883,Montmelon
NE,Gorgier,2025,Chez-le-Bart
VD,Le Chenit,1348,Le Brassus
TI,Chiasso,6830,Chiasso
TI,Serravalle,6713,Malvaglia
TI,Faido,6764,Chiggiogna
VD,Chigny,1134,Chigny
VS,Chippis,3965,Chippis
TG,Thundorf,8512,Thundorf
TI,Faido,6747,Chironico
VS,Monthey,1871,Choëx
JU,Courrendlin,2830,Courrendlin
GE,Vandoeuvres,1253,Vandoeuvres
BE,Trachselwald,3453,Heimisbach
BE,Röthenbach im Emmental,3538,Röthenbach i. E.
GR,Chur,7000,Chur
GR,Churwalden,7075,Churwalden
TI,Cimadera,6959,Cimadera
TI,Campo (Vallemaggia),6684,Cimalmotto
TI,Bioggio,6992,Cimo
VD,Clarmont,1127,Clarmont
GR,Davos,7272,Davos Clavadel
BE,Clavaleyres,1595,Clavaleyres
VS,Nendaz,1993,Clèbes (Nendaz)
NE,Val-de-Ruz,2057,Villiers
GR,Andeer,7442,Clugin
JU,Coeuve,2932,Coeuve
NE,Val-de-Ruz,2207,Coffrane
TI,Maggia,6678,Coglio
VD,Coinsins,1267,Coinsins
GE,Meyrin,1216,Cointrin
GE,Vernier,1216,Cointrin
TI,Coldrerio,6877,Coldrerio
VD,Ormont-Dessus,1865,Les Diablerets
TI,Valcolla,6951,Colla
VS,Collombey-Muraz,1868,Collombey
GE,Collonge-Bellerive,1245,Collonge-Bellerive
VS,Collonges,1903,Collonges
GE,Cologny,1223,Cologny
NE,Milvignes,2013,Colombier NE
VD,Echichens,1114,Colombier VD
TI,Comano,6949,Comano
VD,Valbroye,1535,Combremont-Grand
VD,Valbroye,1536,Combremont-Petit
VD,Commugny,1291,Commugny
TI,Onsernone,6663,Comologno
GR,Samnaun,7562,Samnaun-Compatsch
GE,Chêne-Bougeries,1231,Conches
VD,Concise,1426,Concise
VS,Nendaz,1996,Condémines (Nendaz
TI,Capriasca,6954,Sala Capriasca
GE,Confignon,1232,Confignon
VD,Vully-les-Lacs,1587,Constantine
GR,Conters im Prättigau,7241,Conters
VS,Conthey,1964,Conthey
TI,Gambarogno,6594,Contone
TI,Tenero-Contra,6646,Contra
VS,Mollens (VS),3974,Mollens VS
VD,Coppet,1296,Coppet
JU,Corban,2826,Corban
VD,Corbeyrier,1856,Corbeyrier
FR,Corbières,1647,Corbières
VD,Grandson,1422,Grandson
BE,Corcelles (BE),2747,Corcelles BE
NE,Corcelles-Cormondrèche,2035,Corcelles NE
VD,Corcelles-le-Jorat,1082,Corcelles-le-Jorat
VD,Corcelles-près-Concise,1426,Corcelles-Concise
VD,Corcelles-près-Payerne,1562,Corcelles-Payerne
VD,Corcelles-sur-Chavornay,1374,Corcelles-Chavorn
FR,Gurmels,1792,Cordast
VS,Mollens (VS),3972,Miège
BE,Corgémont,2606,Corgémont
VS,Montana,3960,Corin-de-la-Crête
TI,Corippo,6631,Corippo
FR,Avry,1754,Corjolens
FR,La Sonnaz,1782,Cormagens
FR,Villars-sur-Glâne,1752,Villars-sur-Glâne
FR,Misery-Courtion,1721,Cormérod
FR,Corminboeuf,1720,Corminboeuf
NE,Corcelles-Cormondrèche,2036,Cormondrèche
BE,Cormoret,2612,Cormoret
NE,Cornaux,2087,Cornaux NE
VD,Forel (Lavaux),1072,Forel (Lavaux)
JU,Cornol,2952,Cornol
FR,Corpataux-Magnedens,1727,Corpataux-Magneden
VD,Montanaire,1410,St-Cierges
VD,Montanaire,1410,Correvon
FR,Grolley,1772,Grolley
VD,Corseaux,1802,Corseaux
FR,Corserey,1747,Corserey
GE,Corsier (GE),1246,Corsier GE
VD,Corsier-sur-Vevey,1804,Corsier-sur-Vevey
GE,Meinier,1252,Meinier
NE,Cortaillod,2016,Cortaillod
BE,Cortébert,2607,Cortébert
TI,Castel San Pietro,6873,Corteglia
TI,Sorengo,6924,Sorengo
TI,Acquarossa,6722,Corzoneso
VD,Penthalaz,1305,Penthalaz
VD,Cossonay,1304,Cossonay-Ville
FR,Cottens (FR),1741,Cottens FR
VD,Cottens (VD),1116,Cottens VD
VD,Vully-les-Lacs,1585,Cotterd
VS,Bagnes,1934,Cotterg(Le Châble)
JU,Courroux,2823,Courcelon
JU,Courchapoix,2825,Courchapoix
JU,Courchavon,2922,Courchavon
JU,Haute-Sorne,2853,Courfaivre
JU,Courgenay,2950,Courgenay
FR,Courgevaux,1796,Courgevaux
FR,Courlevon,1795,Courlevon
FR,Misery-Courtion,1721,Cournillens
JU,Courroux,2822,Courroux
BE,Court,2738,Court
FR,Courtepin,1791,Courtaman
JU,Courtedoux,2905,Courtedoux
BE,Courtelary,2608,Courtelary
JU,Basse-Allaine,2923,Courtemaîche
JU,Courgenay,2950,Courtemautruy
FR,Courtepin,1784,Courtepin
JU,Courtételle,2852,Courtételle
FR,Misery-Courtion,1721,Courtion
FR,Montagny (FR),1774,Cousset
NE,Val-de-Travers,2108,Couvet
TI,Valcolla,6951,Cozzo
TI,Onsernone,6611,Crana
VD,Crans-près-Céligny,1299,Crans-près-Céligny
VS,Lens,3963,Crans-Montana
VS,Chermignon,3963,Crans-Montana
VD,Crassier,1263,Crassier
VD,Noville,1845,Noville
VD,Puidoux,1071,Chexbres
VD,Cremin,1526,Cremin
BE,Crémines,2746,Crémines
TI,Cresciano,6705,Cresciano
FR,Cressier (FR),1785,Cressier FR
NE,Cressier (NE),2088,Cressier NE
FR,Crésuz,1653,Crésuz
VS,Les Agettes,1992,Crête-à-l'Oeil
VS,Vollèges,1941,Cries (Vollèges)
VD,Crissier,1023,Crissier
VD,Cronay,1406,Cronay
VD,Croy,1322,Croy
GR,Sent,7554,Crusch
VD,Cuarnens,1148,Cuarnens
VD,Cuarny,1404,Cuarny
TI,Cugnasco-Gerra,6516,Cugnasco
VD,Cugy (VD),1053,Cugy VD
FR,Cugy (FR),1482,Cugy FR
VD,Bourg-en-Lavaux,1096,Cully
GR,Lumnezia,7142,Cumbel
GR,Sumvitg,7176,Cumpadials
GR,Cunter,7452,Cunter
GR,Medel (Lucmagn),7184,Curaglia
TI,Lugano,6963,Cureggia
TI,Cureglia,6944,Cureglia
TI,Curio,6986,Curio
VD,Curtilles,1521,Curtilles
TI,Valcolla,6959,Curtina
ZH,Mettmenstetten,8932,Mettmenstetten
ZH,Dachsen,8447,Dachsen
ZH,Schleinikon,8165,Schleinikon
ZH,Dägerlen,8471,Dägerlen
LU,Dagmersellen,6252,Dagmersellen
VD,Daillens,1306,Daillens
VS,Conthey,1976,Daillon
LU,Willisau,6126,Daiwil
GR,Luzein,7240,Küblis
GR,Cazis,7424,Dalin
NW,Dallenwil,6383,Dallenwil
ZH,Dällikon,8108,Dällikon
TI,Dalpe,6774,Dalpe
BE,Seedorf (BE),3268,Lobsigen
JU,Damphreux,2933,Damphreux
JU,Haute-Ajoie,2914,Damvant
TI,Blenio,6717,Dangio-Torre
SO,Däniken,4658,Däniken SO
ZH,Dänikon,8114,Dänikon ZH
GR,Breil/Brigels,7163,Danis
GE,Dardagny,1283,Dardagny
GR,Breil/Brigels,7164,Dardin
BE,Därligen,3707,Därligen
VS,Venthône,3973,Venthône
VS,Randogne,3973,Venthône
BE,Därstetten,3763,Därstetten
ZH,Dättlikon,8421,Dättlikon
ZH,Winterthur,8400,Winterthur
AG,Baden,5405,Dättwil AG
TI,Lugano,6964,Davesco-Soragno
VS,Massongex,1891,Vérossaz
GR,Davos,7260,Davos Dorf
GR,Davos,7270,Davos Platz
GR,Lumnezia,7145,Degen
AG,Lengnau (AG),5426,Lengnau AG
SG,Degersheim,9113,Degersheim
VS,Grengiols,3993,Grengiols
BE,Deisswil b. Münchenbuch.,3053,Deisswil Mbuchsee
BE,Ostermundigen,3066,Stettlen
BE,Stettlen,3066,Stettlen
SO,Deitingen,4543,Deitingen
JU,Delémont,2800,Delémont
FR,Delley-Portalban,1567,Delley
VD,Démoret,1415,Démoret
VD,Denens,1135,Denens
VD,Montanaire,1410,Denezy
VD,Denges,1026,Denges
AG,Densbüren,5026,Densbüren
VS,Conthey,1976,Erde
SO,Derendingen,4552,Derendingen
BE,Radelfingen,3036,Detligen
BE,Wiedlisbach,4537,Wiedlisbach
ZH,Weisslingen,8484,Neschwil
TG,Pfyn,8505,Dettighofen
TG,Lengwil,8574,Dettighofen Lengw.
JU,Develier,2802,Develier
ZH,Hofstetten (ZH),8354,Hofstetten ZH
SG,Neckertal,9115,Dicken
OW,Giswil,6074,Giswil
BL,Diegten,4457,Diegten
ZH,Dielsdorf,8157,Dielsdorf
SG,Eschenbach (SG),8733,Eschenbach SG
BE,Diemerswil,3053,Diemerswil
BE,Diemtigen,3754,Diemtigen
BL,Diepflingen,4442,Diepflingen
SG,Diepoldsau,9444,Diepoldsau
LU,Dierikon,6036,Dierikon
GL,Glarus Süd,8777,Diesbach GL
BE,Diessbach bei Büren,3264,Diessbach b. Büren
BE,Diesse,2517,Diesse
TG,Diessenhofen,8253,Diessenhofen
SG,Niederhelfenschwil,9526,Zuckenriet
BE,Rapperswil (BE),3256,Dieterswil
SG,Bütschwil-Ganterschwil,9615,Dietfurt
ZH,Dietikon,8953,Dietikon
TG,Uesslingen-Buch,8524,Uesslingen
FR,Wünnewil-Flamatt,3184,Wünnewil
BL,Diegten,4448,Läufelfingen
ZH,Dietlikon,8305,Dietlikon
LU,Luzern,6000,Luzern
SG,Kirchberg (SG),9533,Dietschwil
AG,Dietwil,6042,Dietwil
ZH,Wald (ZH),8637,Laupen ZH
GR,Trin,7014,Trin
TG,Matzingen,8500,Frauenfeld
TI,Sonvico,6967,Dino
AG,Dintikon,5606,Dintikon
VS,Montana,3963,Montana
GR,Disentis/Mustér,7180,Disentis/Mustér
BL,Dittingen,4243,Dittingen
VD,Dizy,1304,Dizy
GR,Domat/Ems,7013,Domat/Ems
NE,Val-de-Ruz,2056,Dombresson
FR,Domdidier,1564,Domdidier
VD,Montilliez,1041,Dommartin
FR,Dompierre (FR),1563,Dompierre FR
VD,Dompierre (VD),1682,Dompierre VD
GR,Donat,7433,Donat
VD,Avenches,1580,Donatyre
TI,Acquarossa,6715,Dongio
VD,Donneloye,1407,Donneloye
TG,Sulgen,8583,Donzhausen
LU,Doppleschwand,6112,Doppleschwand
ZH,Dorf,8458,Dorf
ZH,Oberrieden,8942,Oberrieden
SH,Dörflingen,8239,Dörflingen
SO,Dornach,4143,Dornach
TG,Kemmental,8566,Dotnacht
AG,Dottikon,5605,Dottikon
BE,Dotzigen,3293,Dotzigen
TG,Dozwil,8582,Dozwil
VS,Liddes,1945,Dranse (Liddes)
SG,Mosnang,9612,Dreien
FR,Siviriez,1680,Romont FR
VS,Savièse,1965,Drône VS
TI,Monteceneri,6809,Medeglia
ZH,Dübendorf,8600,Dübendorf
BL,Duggingen,4202,Duggingen
VS,Leytron,1912,Dugny (Leytron)
VD,Duillier,1266,Duillier
SO,Dulliken,4657,Dulliken
VD,Dully,1195,Dully
TG,Langrickenbach,8585,Langrickenbach
ZH,Dürnten,8635,Dürnten
AG,Dürrenäsch,5724,Dürrenäsch
BE,Dürrenroth,3465,Dürrenroth
ZH,Hittnau,8335,Hittnau
TG,Fischingen,8374,Dussnang
GR,Duvin,7112,Duvin
GE,Avusy,1236,Cartigny
GE,Avully,1236,Cartigny
LU,Ebersecken,6245,Ebersecken
LU,Hohenrain,6276,Hohenrain
SG,Neckertal,9122,Ebersol
TG,Hauptwil-Gottshaus,9220,Bischofszell
ZH,Hausen am Albis,8925,Ebertswil
LU,Ebikon,6030,Ebikon
BE,Oberried am Brienzersee,3855,Brienz BE
ZH,Maur,8123,Ebmatingen
SG,Ebnat-Kappel,9642,Ebnat-Kappel
LU,Entlebuch,6163,Ebnet
VD,Echallens,1040,Echallens
VD,Echandens,1026,Echandens
FR,Echarlens,1646,Echarlens
VD,Echichens,1112,Echichens
VD,Goumoëns,1376,Eclagnens
VD,Eclépens,1312,Eclépens
VS,Riddes,1908,Riddes
VD,Oron,1612,Ecoteaux
FR,Ecublens (FR),1673,Ecublens FR
VD,Ecublens (VD),1024,Ecublens VD
FR,Hauterive (FR),1730,Ecuvillens
JU,Ederswiler,2813,Ederswiler
OW,Sachseln,6073,Flüeli-Ranft
ZG,Menzingen,6313,Edlibach
AG,Effingen,5078,Effingen
SO,Egerkingen,4622,Egerkingen
SZ,Einsiedeln,8847,Egg SZ
SG,Flawil,9231,Egg (Flawil)
ZH,Egg,8132,Egg b. Zürich
AG,Eggenwil,5445,Eggenwil
VS,Eggerberg,3939,Eggerberg
SG,Eggersriet,9034,Eggersriet
AI,Rüte,9050,Appenzell Eggerst.
ZH,Hagenbuch,8523,Hagenbuch ZH
BE,Eggiwil,3537,Eggiwil
ZH,Eglisau,8193,Eglisau
AG,Egliswil,5704,Egliswil
TG,Egnach,9322,Egnach
LU,Egolzwil,6243,Egolzwil
ZH,Wildberg,8489,Wildberg
LU,Eich,6205,Eich
SG,Eichberg,9453,Eichberg
BE,Rapperswil (BE),3254,Messen
SO,Messen,3254,Messen
AG,Böttstein,5314,Kleindöttingen
LU,Schwarzenberg,6013,Eigenthal
BE,Lauterbrunnen,3823,Eigergletscher
AG,Eiken,5074,Eiken
BE,Spiez,3646,Einigen
SZ,Einsiedeln,8840,Einsiedeln
VS,Eischoll,3943,Eischoll
VS,Saint-Martin (VS),1969,Eison (St.Martin)
VS,Eisten,3922,Eisten
AG,Elfingen,5077,Elfingen
ZH,Elgg,8353,Elgg
TG,Kemmental,8566,Ellighausen
ZH,Marthalen,8464,Ellikon am Rhein
ZH,Ellikon an der Thur,8548,Ellikon a d Thur
GL,Glarus Süd,8767,Elm
ZH,Elsau,8352,Elsau
VS,Embd,3926,Embd
ZH,Embrach,8424,Embrach
BE,Aeschi bei Spiez,3711,Emdthal
LU,Emmen,6032,Emmen
LU,Emmen,6020,Emmenbrücke
BE,Lauperswil,3543,Emmenmatt
NW,Emmetten,6376,Emmetten
ZH,Höri,8181,Höri
AG,Endingen,5304,Endingen
BE,Sigriswil,3655,Sigriswil
OW,Engelberg,6390,Engelberg
SO,Dulliken,5746,Walterswil SO
NE,Enges,2073,Enges
AI,Schlatt-Haslen,9050,Appenzell Enggenh.
BE,Worb,3077,Enggistein
GL,Glarus Süd,8765,Engi
SO,Nunningen,4208,Nunningen
TG,Erlen,8586,Engishofen
BE,Wald (BE),3086,Englisberg
NE,Val-de-Ruz,2063,Engollon
TG,Wigoltingen,8556,Engwang
TG,Wäldi,8564,Engwilen
GL,Glarus,8755,Ennenda
TG,Erlen,8586,Ennetaach
AG,Ennetbaden,5408,Ennetbaden
SG,Nesslau,9651,Ennetbühl
NW,Ennetbürgen,6373,Ennetbürgen
GL,Glarus Süd,8756,Mitlödi
AG,Untersiggenthal,5300,Turgi
FR,Bas-Intyamon,1667,Enney
LU,Entlebuch,6162,Entlebuch
NE,La Sagne,2400,Le Locle
JU,Val Terbi,2829,Vermes
VD,Romainmôtier-Envy,1323,Romainmôtier
NE,La Tène,2074,Marin-Epagnier
FR,Gruyères,1663,Epagny
VD,Epalinges,1066,Epalinges
VD,Essertines-sur-Yverdon,1417,Epautheyres
FR,Ependes (FR),1731,Ependes FR
VD,Ependes (VD),1434,Ependes VD
VD,Bourg-en-Lavaux,1098,Epesses
VS,Saint-Maurice,1890,St-Maurice
JU,Clos du Doubs,2886,Epiquerez
SO,Eppenberg-Wöschnau,5012,Eppenberg
TG,Erlen,8586,Erlen
BE,Epsach,3272,Epsach
BL,Eptingen,4458,Eptingen
VS,Grône,3979,Grône
TG,Egnach,9315,Neukirch (Egnach)
VS,Ergisch,3947,Ergisch
BE,Eriswil,4952,Eriswil
BE,Erlach,3235,Erlach
ZH,Erlenbach (ZH),8703,Erlenbach ZH
BE,Erlenbach im Simmental,3762,Erlenbach i. S.
AG,Erlinsbach (AG),5018,Erlinsbach
SO,Erlinsbach (SO),5015,Erlinsbach SO
ZH,Hinwil,8340,Hinwil
TG,Ermatingen,8272,Ermatingen
LU,Ermensee,6294,Ermensee
SG,Eschenbach (SG),8734,Ermenswil
VS,Ernen,3995,Ernen
SG,Gommiswald,8725,Ernetschwil
VS,Leuk,3957,Erschmatt
SO,Erschwil,4228,Erschwil
BE,Ersigen,3423,Ersigen
SZ,Rothenthurm,6418,Rothenthurm
UR,Erstfeld,6472,Erstfeld
LU,Eschenbach (LU),6274,Eschenbach LU
BE,Eschert,2743,Eschert
TG,Hüttlingen,8553,Eschikofen
ZH,Lindau,8315,Lindau
TG,Eschlikon,8360,Eschlikon TG
LU,Escholzmatt-Marbach,6182,Escholzmatt
FR,Ursy,1670,Esmonts
FR,Le Mouret,1724,Essert FR
VD,Essertes,1078,Essertes
VD,Essertines-sur-Yverdon,1417,Essertines-Yverdon
VD,Essert-Pittet,1435,Essert-Pittet
VD,Champvent,1443,Essert-s-Champvent
FR,Bas-Intyamon,1665,Estavannens
FR,Le Glèbe,1695,Estavayer-Gibloux
FR,Estavayer-le-Lac,1470,Estavayer-le-Lac
FR,Vuisternens-dev-Romont,1687,Estévenens
VD,Etagnières,1037,Etagnières
VS,Vollèges,1941,Vollèges
VD,Etoy,1163,Etoy
VD,Payerne,1551,Vers-chez-Perrin
ZH,Wetzikon (ZH),8620,Wetzikon ZH
TG,Aadorf,8356,Ettenhausen TG
BL,Ettingen,4107,Ettingen
LU,Ettiswil,6218,Ettiswil
SZ,Feusisberg,8835,Feusisberg
BE,Etzelkofen,3306,Etzelkofen
LU,Schlierbach,6231,Schlierbach
AG,Mettauertal,5275,Etzgen
SO,Etziken,4554,Etziken
AG,Leuggern,5317,Hettenschwil
TG,Wagenhausen,8259,Etzwilen
TG,Homburg,8508,Homburg
VS,Hérémence,1982,Euseigne
SZ,Einsiedeln,8844,Euthal
BE,Evilard,2533,Evilard
VS,Evionnaz,1902,Evionnaz
VS,Evolène,1983,Evolène
VD,Ollon,1866,La Forclaz VD
BE,Kirchberg (BE),3400,Burgdorf
BE,Ittigen,3063,Ittigen
VS,Visp,3930,Eyholz
VD,Eysins,1262,Eysins
ZH,Rüti (ZH),8630,Rüti ZH
AG,Würenlos,8109,Kloster Fahr
TG,Neunforn,8525,Niederneunforn
BE,Fahrni,3617,Fahrni b. Thun
AG,Fahrwangen,5615,Fahrwangen
ZH,Weiningen (ZH),8951,Fahrweid
ZH,Geroldswil,8951,Fahrweid
ZH,Unterengstringen,8951,Fahrweid
JU,Fahy,2916,Fahy
TI,Faido,6760,Faido
GR,Schiers,7226,Fajauna
GR,Falera,7153,Falera
ZH,Fällanden,8117,Fällanden
ZH,Wald (ZH),8636,Wald ZH
GR,Grüsch,7215,Fanas
VS,Anniviers,3961,Vissoie
BE,Trub,3557,Fankhaus (Trub)
VD,Faoug,1595,Faoug
GR,Donat,7433,Farden
BE,Farnern,4539,Farnern
FR,Farvagny,1726,Farvagny
FR,Farvagny,1726,Farvagny-le-Petit
BE,Spiez,3705,Faulensee
VD,Féchy,1173,Féchy
ZH,Fehraltorf,8320,Fehraltorf
SO,Fehren,4232,Fehren
AG,Leuggern,5316,Leuggern
TG,Felben-Wellhausen,8552,Felben-Wellhausen
TG,Steckborn,8266,Steckborn
ZH,Hombrechtikon,8714,Feldbach
SO,Feldbrunnen-St. Niklaus,4532,Feldbrunnen
GR,Tomils,7404,Feldis/Veulden
ZH,Meilen,8706,Meilen
GR,Felsberg,7012,Felsberg
AG,Leuggern,5316,Felsenau AG
VD,Bex,1880,Fenalet-sur-Bex
